tweet,label
romney plan to get u job back home lower our wage and work standard to china and everyon win debat,-1
fail energi polici and to top it all off he lie about the american hero is that were murder in libya vote romney,1
take a drink everi time romney say the middl class ha been buri drink game,0
romney enjoy abort profit tax return reveal invest in stem cell research plan b chines oil prolif,-1
all thi talk about trillion taxi know you want chang but i onli have bill,-1
priceless when it come to hi mitt romney give you the run around detail matter,-1
that is terrif we have to keep tri i am hope for a romney landslid still elect day and i can it wait,1
you hate romney becaus he is rich do you hate tree becaus they are our main oxygen suppli too moron,0
tyson ick thi is romney is main argument to fix the economi presidenti debat,0
pd live romney say he will do a lot but doe n it say how he will do them,-1
olymp figur skater campaign for romney in nh,1
to the peopl vote for romney do you realli want thi a your presid,-1
romney the rich look out for the rich count on it he even said so how can the averag american afford thi goodby,-1
facebook is suggest i might like page for walmart romney and ryan someth wrong with their algorithm about thi sf liber atheist,-1
at last romney is tax plan explain,0
way to go velvet hammer romney i think the wors not chang the better,1
i feel that romney lost the elect tonight allow obama to get away w libyan murder and the nicey nice townhal format is intrus,-1
one throw away comment by romney in may rush limbaugh whitewash romney is extrem,0
point nation in gallup like voter poll via new york post,1
washington post fact checker not sold on million job to be creat number bet thi come up tonight,0
we owe china so much money they are go to fuck u over if romney win she is talk that good shit now though,-1
most christian pastor support romney for presid news iglesia,0
billi blunt blow r romney is an idiot and a sorri excus for a politician republican candid and give a bad name for anyon white,-1
outstand articl observ rever support to romney for presid via new york observ,1
the tea parti net romney for a win,1
romney lie are made in china,-1
obama show passion tonight,0
whoa all the detail on romney tax plant x mri an lesi,0
still in hal in thc everyon keep say i love obama or i love romney and iam over here like i love weed,0
bowman you said romney won either you are close mind or you did n it watch listen to it all but that is my opinion,-1
either thi is a realli bad halloween joke or the romney ryan campaign made a stop through houston,-1
ani woman who vote for romney must hate her right and have no self respect ignor,-1
kerri on romney is tenur a massachusett governor the state that know him the best trust him the least,-1
and they brought u a whole binder of woman oh romney,-1
jan sing co romney is polici were reject by the legislatur in mass he veto minimum wage and vet increas romney hood,-1
the romney ryan plan to put out america is fire is to use a tri true fire suppress ga burn muthafucka,-1
romney is piss off my mom right now everi time he mention china she roll her eye and call him an idiot lol,-1
lol gop and to million of woman say goodby to plan parenthood near you if romney win,-1
what a fake i will not vote for romney ryan ticket show,-1
maddow show the how romney is insan,0
you want romney to win set up a donat campaign for him on our site to help,-1
who ha n it romney offend yet,-1
debat romney and obama seem to be sling mud not solut,0
thghtlsscmngihateromney ryan but ryan is cute i did bend him over the oval offic desk and teach about gay right,-1
okay some of yall can say that obama a int do anyth to effect u how everi all know romney is polici can effect u neg,-1
the onli thing romney know how to do is lie team obama,-1
if you vote for obama at least shit go in stay the same romney go in fuck some shit up,-1
buzz feed andrew mitt romney dodg hi tax,-1
courtney cummz real donald trump mitt romney not a fan of trump or mitt romney,-1
mitt romney is a fugli slut presidenti burn book haha,-1
sadli nort jessel taylor you would think romney is entir econom polici be a sham would be a stori,0
mt alinski defeat er msnbc moron hardbal chri liken romney ryan abort platform to shariah law ocr at cot,-1
matt taibbi romney ryan tax plan still make no sens,-1
dov rosenberg dov let me be clear one can be v poverti who besid romney isnt and think it should n it be use against kid in pub ed,1
mitt romney lie about hi dad is walk out via add info org,-1
jorg ramo news hispan vote hispan center and lost que se re pita,-1
rt an dream saul read memo from romney polit director rich beeson where thing stand in the buckey state,0
mitt romney say govern doesn it creat job whi doe he keep say he will creat million job,-1
what romney give a straightforward answer sign of the apocalyps,-1
i am get off twitter befor i like explod i can it deal with you peopl obama kill it romney san idiot who will run u to the ground,-1
i just gain so much more respect of romney,1
so romney posit is clear corpor are peopl fetu are peopl woman are thing or at best child,-1
the libya portion of the debat might break in romney is favor after some fact check is done debat,-1
off the wall timelin lookin like obama obama obama fuck romney obama obama and some hoe talkin bout she lone,-1
romney i will label china a currenc manipul from day one hofstra debat,0
mitt romney doe it for the ratchet,0
